"","","","","","","","","","","","Satisfaccion con su trabajo","","","Como describiria las relaciones en su lugar de trabajo","","Total de años trabajados","","","","",""
"50","No","Rara Vez Viaja","Investigación y Desarrollo","11","3","Ciencias de la Vida","226","3","Femenino","Gerente","2","Soltero","15","2","80","21","5","5","4","4","4"
"41","No","Rara Vez Viaja","Investigación y Desarrollo","14","3","Ciencias de la Vida","227","1","Masculino"," Investigador Científico","3","Divorciado","12","1","80","13","9","2","8","1","8"
"30","No","Rara Vez Viaja","Ventas","5","3","Ciencias de la Vida","228","2","Femenino"," Ejecutivo de Ventas","4","Casado","12","3","80","12","10","2","9","7","4"
"38","No","Rara Vez Viaja","Ventas","1","4","Ciencias de la Vida","230","1","Femenino"," Ejecutivo de Ventas","4","Soltero","22","3","80","12","8","2","3","0","7"
"32","No","Rara Vez Viaja","Investigación y Desarrollo","6","5","Ciencias de la Vida","231","3","Masculino"," Investigador Científico","3","Soltero","20","1","80","8","5","2","4","1","4"
"27","No","Rara Vez Viaja","Investigación y Desarrollo","17","3","Técnico","233","3","Masculino"," Investigador Científico","2","Casado","16","4","80","6","5","3","2","1","1"
"19","Sí","Viaja Frecuentemente","Ventas","1","1","Técnico","235","3","Femenino","Ventas Representative","1","Soltero","21","1","80","1","0","5","0","0","0"
"36","No","Viaja Frecuentemente","Investigación y Desarrollo","3","2","Medicina","238","4","Masculino","Técnico de laboratorio","2","Soltero","12","3","80","13","8","3","7","7","2"
"30","No","No Viaja","Investigación y Desarrollo","9","3","Medicina","239","3","Masculino","Técnico de laboratorio","1","Divorciado","11","3","80","12","12","4","9","6","10"
"45","No","Rara Vez Viaja","Ventas","4","2","Ciencias de la Vida","240","3","Femenino"," Ejecutivo de Ventas","1","Divorciado","11","1","80","9","5","3","4","0","3"
"56","No","Rara Vez Viaja","Investigación y Desarrollo","8","3","Ciencias de la Vida","241","3","Femenino"," Investigador Científico","1","Divorciado","18","3","80","19","2","3","2","2","2"
"33","No","Rara Vez Viaja","Investigación y Desarrollo","2","3","Ciencias de la Vida","242","3","Masculino"," Investigador Científico","4","Soltero","14","1","80","4","3","2","1","0","2"
"19","Sí","Rara Vez Viaja","Investigación y Desarrollo","2","3","Ciencias de la Vida","243","2","Masculino","Técnico de laboratorio","4","Soltero","22","3","80","1","1","3","0","1","0"
"46","No","Rara Vez Viaja","Ventas","1","2","Marketing","244","2","Femenino"," Ejecutivo de Ventas","1","Divorciado","25","3","80","24","24","2","13","15","7"
"38","No","Rara Vez Viaja","Investigación y Desarrollo","9","2","Ciencias de la Vida","245","3","Femenino","Técnico de laboratorio","4","Soltero","12","3","80","2","2","3","2","2","1"
"31.3","No","Rara Vez Viaja","Investigación y Desarrollo","12","1","Medicina","246","3","Femenino"," Investigador Científico","4","Casado","23","3","80","7","4","0","2","0","2"
"34","No","Rara Vez Viaja","Investigación y Desarrollo","27","2","Medicina","247","4","Femenino"," Investigador Científico","2","Soltero","15","4","80","9","3","3","2","1","2"
"41","Sí","Rara Vez Viaja","Ventas","20","2","Marketing","248","2","Femenino","Ventas Representative","2","Soltero","22","4","80","4","4","5","3","0","2"
"50","No","Rara Vez Viaja","Investigación y Desarrollo","1","3","Medicina","249","3","Masculino","Técnico de laboratorio","3","Casado","15","4","80","5","3","2","2","0","2"
"53","No","Rara Vez Viaja","Investigación y Desarrollo","13","2","Medicina","250","4","Femenino"," Director de Manufactura","1","Divorciado","11","3","80","5","4","3","2","1","3"
"33","No","Rara Vez Viaja","Investigación y Desarrollo","14","3","Medicina","252","4","Femenino"," Investigador Científico","2","Casado","13","4","80","8","8","5","7","1","6"
"40","No","Rara Vez Viaja","Investigación y Desarrollo","4","1","Medicina","253","4","Femenino","Gerente","3","Casado","14","2","80","21","20","2","8","9","9"
"55","No","Rara Vez Viaja","Investigación y Desarrollo","14","4","Medicina","254","3","Masculino","Director de Investigación","2","Soltero","11","4","80","36","24","3","15","2","15"
"34","No","Viaja Frecuentemente","Investigación y Desarrollo","2","1","Ciencias de la Vida","256","4","Masculino"," Director de Manufactura","3","Casado","17","3","80","10","10","2","9","1","9"
"51","No","Rara Vez Viaja","Investigación y Desarrollo","3","3","Medicina","258","4","Femenino","Representante de Salud","2","Soltero","18","3","80","21","7","6","7","1","0"
"52","No","Rara Vez Viaja","Investigación y Desarrollo","1","4","Ciencias de la Vida","259","3","Masculino","Gerente","3","Casado","14","1","80","34","33","5","18","11","9"
"27","No","Rara Vez Viaja","Investigación y Desarrollo","9","3","Medicina","260","4","Femenino"," Investigador Científico","2","Soltero","16","4","80","7","7","2","7","0","3"
"35","Sí","Rara Vez Viaja","Investigación y Desarrollo","23","2","Ciencias de la Vida","261","2","Masculino"," Director de Manufactura","3","Casado","13","1","80","8","1","1","0","0","1"
"43","No","No Viaja","Investigación y Desarrollo","7","3","Medicina","262","4","Masculino"," Investigador Científico","4","Divorciado","14","4","80","7","5","3","4","2","2"
"45","No","No Viaja","Investigación y Desarrollo","2","2","Medicina","264","1","Masculino","Gerente","4","Casado","23","4","80","22","20","1","8","11","8"
"37","No","Rara Vez Viaja","Investigación y Desarrollo","21","3","Ciencias de la Vida","267","2","Masculino"," Investigador Científico","1","Casado","12","1","80","8","8","3","7","1","7"
"35","No","Viaja Frecuentemente","Investigación y Desarrollo","2","3","Medicina","269","2","Femenino","Técnico de laboratorio","2","Soltero","11","4","80","10","6","5","2","1","2"
"42","No","No Viaja","Investigación y Desarrollo","21","2","Medicina","270","3","Femenino"," Director de Manufactura","3","Divorciado","16","2","80","11","5","5","3","0","2"
"38","No","Rara Vez Viaja","Investigación y Desarrollo","2","4","Ciencias de la Vida","271","4","Masculino"," Director de Manufactura","3","Casado","14","2","80","14","1","3","0","0","0"
"38","No","Rara Vez Viaja","Investigación y Desarrollo","29","3","Técnico","273","4","Masculino"," Director de Manufactura","4","Casado","18","1","80","9","7","3","7","1","7"
"27","No","Viaja Frecuentemente","Investigación y Desarrollo","1","1","Técnico","274","3","Masculino"," Director de Manufactura","1","Casado","19","3","80","6","2","1","2","2","0"
"49","No","No Viaja","Investigación y Desarrollo","18","4","Ciencias de la Vida","275","4","Masculino"," Director de Manufactura","4","Divorciado","15","1","80","7","7","0","7","1","7"
"34","No","Viaja Frecuentemente","Investigación y Desarrollo","10","4","Medicina","277","4","Masculino"," Investigador Científico","3","Divorciado","17","4","80","5","5","4","3","2","0"
"40","No","Rara Vez Viaja","Investigación y Desarrollo","19","2","Medicina","281","3","Masculino","Técnico de laboratorio","4","Casado","15","3","80","15","7","2","2","3","7"
"38","Sí","Rara Vez Viaja","Investigación y Desarrollo","29","1","Medicina","282","2","Masculino","Representante de Salud","1","Casado","19","2","80","17","1","2","0","0","0"
"29","Sí","Rara Vez Viaja","Ventas","27","3","Marketing","283","2","Femenino"," Ejecutivo de Ventas","4","Casado","22","4","80","10","10","3","4","1","9"
"22","No","Rara Vez Viaja","Investigación y Desarrollo","5","3","Ciencias de la Vida","284","4","Masculino"," Investigador Científico","2","Divorciado","16","1","80","4","4","2","2","2","2"
"36","No","Viaja Frecuentemente","Investigación y Desarrollo","18","1","Medicina","286","2","Femenino","Técnico de laboratorio","4","Soltero","13","1","80","8","8","2","1","1","7"
"40","No","No Viaja","Investigación y Desarrollo","9","5","Ciencias de la Vida","287","4","Masculino","Representante de Salud","4","Casado","14","4","80","5","3","5","2","0","2"
"46","No","Rara Vez Viaja","Investigación y Desarrollo","1","4","Medicina","288","4","Masculino","Representante de Salud","1","Divorciado","16","3","80","17","4","3","2","0","3"
"32","Sí","Rara Vez Viaja","Ventas","4","4","Medicina","291","4","Masculino"," Ejecutivo de Ventas","4","Casado","11","3","80","14","14","2","8","9","8"
"30","No","No Viaja","Investigación y Desarrollo","1","1","Ciencias de la Vida","292","3","Masculino"," Director de Manufactura","3","Soltero","22","3","80","12","11","2","8","5","8"
"27","No","Viaja Frecuentemente","Ventas","20","3","Ciencias de la Vida","293","4","Femenino"," Ejecutivo de Ventas","3","Soltero","14","4","80","7","7","2","7","0","7"
"51","No","Rara Vez Viaja","Investigación y Desarrollo","8","4","Ciencias de la Vida","296","2","Masculino","Director de Investigación","2","Casado","16","4","80","16","10","5","9","4","7"
"30","Sí","Rara Vez Viaja","Investigación y Desarrollo","3","3","Técnico","297","4","Femenino"," Investigador Científico","1","Soltero","11","3","80","8","5","5","2","0","4"
"41","No","Rara Vez Viaja","Ventas","6","3","Ciencias de la Vida","298","4","Femenino","Gerente","4","Soltero","18","3","80","16","1","3","0","0","0"
"30","Sí","Viaja Frecuentemente","Ventas","26","4","Marketing","299","3","Femenino"," Ejecutivo de Ventas","1","Soltero","15","3","80","9","6","5","3","0","1"
"29","Sí","Rara Vez Viaja","Investigación y Desarrollo","1","3","Técnico","300","3","Masculino"," Investigador Científico","3","Soltero","14","4","80","7","6","1","2","1","5"
"45","No","No Viaja","Ventas","6","3","Medicina","302","4","Femenino"," Ejecutivo de Ventas","4","Soltero","12","4","80","23","19","2","7","12","8"
"54","No","Rara Vez Viaja","Ventas","3","3","Marketing","303","4","Femenino"," Ejecutivo de Ventas","1","Casado","14","4","80","16","6","4","2","0","5"
"36","No","Rara Vez Viaja","Investigación y Desarrollo","5","2","Ciencias de la Vida","304","4","Masculino","Técnico de laboratorio","2","Soltero","16","4","80","16","13","3","11","3","7"
"33","No","Rara Vez Viaja","Investigación y Desarrollo","4","4","Medicina","305","3","Femenino"," Investigador Científico","2","Casado","21","4","80","7","3","3","2","1","1"
"37","No","Viaja Frecuentemente","Investigación y Desarrollo","11","3","Otro","306","2","Masculino","Director de Investigación","4","Divorciado","14","3","80","10","10","1","8","0","7"
"38","No","Rara Vez Viaja","Ventas","3","3","Ciencias de la Vida","307","1","Masculino"," Ejecutivo de Ventas","3","Divorciado","12","3","80","17","16","6","10","5","13"
"31","No","No Viaja","Investigación y Desarrollo","1","4","Medicina","308","3","Masculino"," Director de Manufactura","3","Casado","12","4","80","6","5","2","4","1","4"
"59","No","Rara Vez Viaja","Investigación y Desarrollo","3","3","Ciencias de la Vida","309","3","Masculino"," Investigador Científico","4","Casado","17","1","80","7","1","6","0","0","0"
"37","No","Viaja Frecuentemente","Ventas","4","4","Marketing","311","1","Masculino","Ventas Representative","4","Divorciado","17","3","80","13","9","2","8","5","8"
"29","No","Viaja Frecuentemente","Ventas","1","1","Medicina","312","2","Femenino"," Ejecutivo de Ventas","4","Casado","14","4","80","11","11","5","10","4","1"
"35","No","Viaja Frecuentemente","Ventas","1","3","Marketing","314","3","Femenino"," Ejecutivo de Ventas","3","Soltero","14","1","80","10","10","3","7","0","8"
"29","Sí","Rara Vez Viaja","Investigación y Desarrollo","18","1","Medicina","315","3","Masculino"," Investigador Científico","4","Soltero","13","3","80","4","4","3","3","0","1"
"52","No","Rara Vez Viaja","Investigación y Desarrollo","2","3","Ciencias de la Vida","316","3","Femenino","Técnico de laboratorio","4","Soltero","15","2","80","6","2","3","2","2","2"
"42","No","Rara Vez Viaja","Investigación y Desarrollo","4","2","Técnico","319","3","Masculino","Gerente","4","Casado","11","4","80","22","22","3","17","11","15"
"59","No","Rara Vez Viaja","Recursos Humanos","6","2","Medicina","321","2","Masculino","Recursos Humanos","3","Casado","17","4","80","7","2","2","2","2","2"
"50","No","Rara Vez Viaja","Ventas","1","4","Medicina","323","4","Femenino","Gerente","4","Divorciado","11","3","80","32","7","3","0","0","6"
"33","Sí","Rara Vez Viaja","Investigación y Desarrollo","14","3","Medicina","325","3","Masculino","Técnico de laboratorio","4","Casado","13","3","80","8","5","2","4","0","4"
"43","No","Rara Vez Viaja","Ventas","16","3","Marketing","327","4","Femenino","Gerente","4","Casado","22","3","80","22","17","3","13","1","9"
"33","Sí","Rara Vez Viaja","Investigación y Desarrollo","2","2","Ciencias de la Vida","328","1","Femenino","Técnico de laboratorio","1","Casado","20","1","80","13","9","3","7","1","7"
"52","No","No Viaja","Ventas","2","4","Ciencias de la Vida","329","1","Masculino","Gerente","3","Soltero","18","4","80","33","33","2","7","15","12"
"32","No","Rara Vez Viaja","Ventas","4","2","Ciencias de la Vida","330","3","Femenino","Ventas Representative","2","Casado","11","1","80","6","4","5","3","1","2"
"32","Sí","Rara Vez Viaja","Investigación y Desarrollo","1","3","Ciencias de la Vida","331","4","Masculino","Técnico de laboratorio","3","Soltero","14","4","80","4","3","2","2","1","2"
"39","No","Rara Vez Viaja","Investigación y Desarrollo","1","4","Medicina","332","3","Fem"," laboratorio","3","Divorciado","14","3","80","7","3","1","2","1","2"
"32","No","No Viaja","Ventas","26","4","Marketing","333","3","Masculino"," Ejecutivo de Ventas","4","Casado","18","1","80","4","3","2","2","2","2"
"41","No","Rara Vez Viaja","Investigación y Desarrollo","19","2","Ciencias de la Vida","334","3","Masculino"," Investigador Científico","1","Divorciado","16","1","80","17","1","2","0","0","0"
"40","No","Rara Vez Viaja","Investigación y Desarrollo","24","2","Técnico","335","1","Masculino"," Investigador Científico","4","Divorciado","17","1","80","9","9","3","8","4","7"
"45","No","Rara Vez Viaja","Investigación y Desarrollo","1","3","Otro","336","3","Masculino","Gerente","4","Casado","11","3","80","25","24","2","0","1","7"
"31","No","Viaja Frecuentemente","Investigación y Desarrollo","3","4","Medicina","337","2","Masculino","Director de Investigación","3","Divorciado","12","1","80","9","2","3","2","2","2"
"33","No","Rara Vez Viaja","Investigación y Desarrollo","5","4","Ciencias de la Vida","338","3","Femenino"," Investigador Científico","4","Casado","13","3","80","2","2","2","2","0","2"
"34","No","Rara Vez Viaja","Investigación y Desarrollo","2","4","Ciencias de la Vida","339","4","Masculino"," Director de Manufactura","1","Casado","13","2","80","13","11","3","9","5","9"
"37","No","Rara Vez Viaja","Investigación y Desarrollo","1","2","Medicina","340","3","Femenino"," Investigador Científico","1","Casado","14","1","80","17","3","2","1","0","2"
"45","No","Viaja Frecuentemente","Investigación y Desarrollo","7","4","Ciencias de la Vida","341","1","Masculino"," Director de Manufactura","3","Casado","17","4","80","9","3","1","2","0","2"
"37","Sí","Viaja Frecuentemente","Investigación y Desarrollo","10","3","Medicina","342","1","Masculino"," Director de Manufactura","3","Divorciado","11","2","80","17","1","5","0","0","0"
"39","No","Viaja Frecuentemente"," Desarrollo","2","4","Tnico","343","3","Femen","Representante de Salud","3","Soltero","25","4","80","20","19","1","6","11","8"
"29","No","Rara Vez Viaja","Investigación y Desarrollo","15","3","Ciencias de la Vida","346","3","Masculino"," Investigador Científico","4","Soltero","19","1","80","6","6","1","5","1","5"
"42","No","Rara Vez Viaja","Investigación y Desarrollo","17","2","Ciencias de la Vida","347","4","Femenino"," Investigador Científico","1","Soltero","13","3","80","10","3","1","2","0","2"
